index,KL(m2||m1),KL(m1||m2),JS,label
0,1.3635683059692383,1.8642289638519287,0.30376166105270386,41
1,1.0620615482330322,1.4389069080352783,0.25212734937667847,28
2,1.1317287683486938,1.5419466495513916,0.26797229051589966,91
3,2.9033870697021484,4.553632736206055,0.5243459939956665,65
4,1.07106351852417,1.481508731842041,0.25330477952957153,44
5,1.6276904344558716,2.042720317840576,0.33710795640945435,41
6,0.9565310478210449,1.1423137187957764,0.21902933716773987,45
7,1.9562422037124634,2.8192174434661865,0.4098663330078125,64
8,0.9911160469055176,1.3206706047058105,0.23594342172145844,31
9,2.735466957092285,2.4829905033111572,0.41722577810287476,56
10,4.004047870635986,4.991367340087891,0.5974147319793701,85
11,0.9256843328475952,1.176828145980835,0.22011083364486694,44
12,1.8150993585586548,2.02250599861145,0.3568376898765564,55
13,1.2508273124694824,1.641318678855896,0.2779599726200104,25
14,4.527214527130127,6.326791286468506,0.6501553654670715,89
15,3.351630210876465,5.31459903717041,0.5665549039840698,51
16,0.8436829447746277,1.1446726322174072,0.20108532905578613,21
17,1.2377797365188599,1.7527482509613037,0.2828395366668701,38
18,4.1621294021606445,7.4754180908203125,0.6373932361602783,73
19,2.0240049362182617,2.228550910949707,0.3641694188117981,46
20,2.418616771697998,4.549256801605225,0.48740535974502563,48
21,2.9206624031066895,5.295365333557129,0.5472578406333923,71
22,3.1923131942749023,3.81649112701416,0.5312275886535645,67
23,0.9414235949516296,1.2458150386810303,0.2264658510684967,99
24,1.532484531402588,2.140218496322632,0.34003371000289917,65
25,0.7858525514602661,1.0139068365097046,0.18799008429050446,21
26,4.061957836151123,3.069812297821045,0.5329316854476929,87
27,3.3321070671081543,6.206432342529297,0.5822762250900269,61
28,1.9665193557739258,1.6975014209747314,0.32653793692588806,53
29,3.4574785232543945,4.987613201141357,0.5831815600395203,67
30,1.2543188333511353,1.7043200731277466,0.2850576639175415,77
31,1.00449800491333,1.286637783050537,0.23232713341712952,27
32,2.742587089538574,2.9175944328308105,0.455715537071228,66
33,1.1720067262649536,1.6812465190887451,0.2749987542629242,23
34,0.8266324400901794,1.0016567707061768,0.19141778349876404,44
35,1.1436223983764648,1.659607172012329,0.2679196298122406,34
36,0.7962507605552673,0.9765875935554504,0.18851487338542938,29
37,1.1560906171798706,1.4037930965423584,0.25820064544677734,77
38,3.026970148086548,2.7819390296936035,0.4540330767631531,92
39,1.7699065208435059,1.7434688806533813,0.3141876459121704,74
40,0.9917963147163391,1.341307520866394,0.2364162802696228,20
41,2.549527645111084,2.8745269775390625,0.4622715413570404,74
42,1.1699950695037842,1.5486595630645752,0.2659139633178711,44
43,2.586411237716675,3.009324789047241,0.462748259305954,51
44,3.763700246810913,4.81640625,0.5768930912017822,72
45,3.2596435546875,2.491666793823242,0.44589775800704956,92
46,1.265254259109497,1.6292427778244019,0.28049713373184204,42
47,1.3823270797729492,1.4961466789245605,0.2825292646884918,88
48,2.871034622192383,2.7507638931274414,0.45189589262008667,92
49,0.9068561792373657,1.0818934440612793,0.2049543559551239,33
